mu,ws_t_stat,ws_p_value,ws_paired_cohens_d
"(4, 0, 0, 0, 0)",-2.366688467473736,0.14158043765483327,-1.3664082237839446
"(6, 0, 0, 0, 0)",-1.1268558088737843,0.3768286387571492,-0.650590504591173
