mu,ws_t_stat,ws_p_value,ws_paired_cohens_d
"(4, 0, 0, 0, 0)",2.800047443701517,0.10738952768828512,1.6166081453647945
"(6, 0, 0, 0, 0)",2.543173775183057,0.12603817565648645,1.468302063697935
