mode_means,sampler,wasserstein_distance,r_hat,ess,chain_seeds,mode_distance
"(0, 8)",HMC,0.33911130248831206,1.02326763940601,142.0389940497711,"[453864, 795164, 519450, 814979]",8
"(0, 10)",HMC,1.6762274810150277,1.0001077258626483,30431.070196250155,"[453864, 795164, 519450, 814979]",10
"(0, 15)",HMC,2.5039379538232662,1.000181248977958,37235.95293010641,"[453864, 795164, 519450, 814979]",15
"(0, 20)",HMC,3.2993708497914787,1.000176698997105,29506.2046901063,"[453864, 795164, 519450, 814979]",20
