Row,Metropolis,DEMetropolisZ,HMC,SMC
Corr ↔ MM,0.19450891218511548,0.20120160944037913,0.7847992456799163,0.037975064374207904
Corr ↔ Tail,0.3153181975927613,0.18454628067829054,0.12053255632775792,0.08492345774002179
Dim ↔ Corr,0.3021493045305404,7.0840084957851275,0.05455590894013736,0.02489653751076096
Dim ↔ MM,0.23780330810943223,6.673862291017215,0.6194516793616465,0.03834696235878283
Dim ↔ Tail,0.23540155880358482,4.326103366025349,0.13250494582440647,3.7371757157244145
Tail ↔ MM,1.140557383228714,1.3681231466482464,1.3268463754361666,0.26460093237807025
