Row,Best Sampler,Best Value
Corr ↔ MM,SMC,-0.008659005699499994
Corr ↔ Tail,SMC,0.03952086795977607
Dim ↔ Corr,SMC,0.018462187565876344
Dim ↔ MM,SMC,-0.012050631060442622
Dim ↔ Tail,HMC,7.759702776012881
Tail ↔ MM,SMC,2.908383494116408
