a,sampler,wasserstein_distance,r_hat,ess,runtime
1,Metro,0.1261193577271452,1.0042517845761996,4669.48558543626,5.945435047149658
2,Metro,0.16330925473536773,1.0052264335823091,4432.182014057733,6.082694053649902
3,Metro,0.1348980215944447,1.0069113788498767,2783.7564208131607,6.11326003074646
5,Metro,0.3015161354079446,1.0118286609834048,2083.506522469554,6.146346092224121
