dimension,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2,-4.564988775601634,8.483275769607781e-05,-0.8334491090516346
5,-7.426007069945382,3.495249761792338e-08,-1.3557971948006433
8,-9.791775893679121,1.0614910616834099e-10,-1.7877255116677873
12,-11.539750755853978,2.328832328503984e-12,-2.106860598989505
15,-14.695877225763688,5.690621200945744e-15,-2.6830878196257375
30,-20.484299807487456,8.575630660149474e-19,-3.739904359753204
