dimension,global_median_wasserstein_distance,global_median_r_hat,global_median_ess,global_median_runtime,global_median_mmd,global_median_mmd_rff,global_q25_wasserstein_distance,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q25_mmd,global_q25_mmd_rff,global_q75_wasserstein_distance,global_q75_r_hat,global_q75_ess,global_q75_runtime,global_q75_mmd,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_mcmc_mean,mmd_iid_mean,mmd_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_dist_glass_delta,mmd_glass_delta,mmd_rff_glass_delta
2,3.2447116847466466,,,2.632226347923279,0.6179940092078373,0.6139517703231012,3.1296425153248784,,,2.6150002479553223,0.6111876380540089,0.5982028101546613,3.3335695224127644,,,2.6431012749671936,0.6343316333063826,0.6211941387405322,3.2304230091115893,0.07881529992363843,0.03092648802288306,0.6226410499126797,0.013740269041683078,0.006292336170676702,0.6121746706794535,0.01377480018265176,0.006148680658349749,101.9064210218768,96.76863478918563,97.32167008611681
5,1.910565848786733,,,2.9311094284057617,0.589965232013764,0.5921985040731556,1.7966129539055526,,,2.91233491897583,0.5838856099570467,0.576046819199735,1.9851521153281788,,,3.189345598220825,0.5960301990048128,0.6104529704105407,1.91979174814346,0.0647014609780907,0.02275637563448393,0.588947212034281,0.017279672694350177,0.007940889601787014,0.5922524213428989,0.017393200155344558,0.008219986920400445,81.51958453147758,71.99036480891046,69.93432310225009
10,1.3475358085320828,,,3.9549200534820557,0.5379462238581527,0.5444693002063905,1.3197086849981283,,,3.7803284525871277,0.5276975708920144,0.5316045770891474,1.3739708125702677,,,4.01470685005188,0.5427804089767493,0.548893933726028,1.3362557896392966,0.046149230327764974,0.013932844268675991,0.5362059822118678,0.013989114482175088,0.005093009387017173,0.5399712932645179,0.014178138231683549,0.005315496721724811,92.5946299573567,102.53601123549859,98.91703119369456
15,1.0800524383339765,,,4.35374903678894,0.4940092611656687,0.5004471744540195,1.0392290449969386,,,4.304935097694397,0.48688824558696564,0.49227852185883286,1.1015403239981196,,,4.397729516029358,0.4980292791607503,0.5156056580782624,1.0757003473984035,0.04082320000816827,0.004227393371609833,0.4935972180986803,0.013466570864131965,0.002135213335225843,0.5029198727561219,0.01355643015790523,0.002184276631033604,244.80266121913888,224.86308010237514,224.03913297678275
30,0.7271443049681081,,,4.781047821044922,0.40436821219178154,0.3984276868121749,0.699140250577835,,,4.76225084066391,0.4015341648126069,0.3943147039527636,0.7572536341811131,,,4.902536630630493,0.40835891223668325,0.4175203832391143,0.7293530439541341,0.0364834695834109,0.00499194979179906,0.40466684429779826,0.014329745038502012,0.003086633984328268,0.40351596010332563,0.014299236709904862,0.0032175089805888293,138.7973844426465,126.46044242406144,120.96834095617383
