correlation,global_median_mean_rmse,global_median_var_rmse,global_median_wasserstein_distance,global_median_runtime,global_median_ess,global_median_ess_per_sec,global_median_r_hat,global_median_mmd_rff,global_q25_mean_rmse,global_q25_var_rmse,global_q25_wasserstein_distance,global_q25_runtime,global_q25_ess,global_q25_ess_per_sec,global_q25_r_hat,global_q25_mmd_rff,global_q75_mean_rmse,global_q75_var_rmse,global_q75_wasserstein_distance,global_q75_runtime,global_q75_ess,global_q75_ess_per_sec,global_q75_r_hat,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mean_rmse_mcmc_mean,mean_rmse_iid_mean,mean_rmse_iid_std,var_rmse_mcmc_mean,var_rmse_iid_mean,var_rmse_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_glass_delta,ws_t_stat,ws_p_value,var_rmse_glass_delta,var_rmse_t_stat,var_rmse_p_value,mean_rmse_glass_delta,mean_rmse_t_stat,mean_rmse_p_value,mmd_rff_glass_delta,mmd_rff_t_stat,mmd_rff_p_value
0.0,1.3524179520055493,2847.6674163063335,40.997641623157094,4.746673822402954,,,,0.4125797870981526,1.2187950838510275,2700.2261960940964,39.94108131424762,4.343757927417755,,,,0.40783916792439295,1.498437218556528,2998.3357389473645,42.257154140874206,4.964578568935394,,,,0.41805728821269783,40.89329245294411,0.11591161235591034,0.02805089522213545,1.4031253987820456,0.06800748910781954,0.021992494938997968,2828.564778820207,8.318622797971354,17.89702214361429,0.41465517203365476,0.014954323923320625,0.001682264460536987,1453.6926724680807,123.72079126212329,4.2320480561217753e-29,157.58186660279165,63.64203023245627,6.54673551380463e-24,60.707887548799285,24.880644461054274,3.8387547372872705e-16,237.59691623203386,189.82524195589292,2.1375385956699815e-34
0.3,9.132293815377597,9309.331575661115,75.15367191720816,5.0503610372543335,,,,0.4256956893542013,8.604235852072911,9213.203384634631,74.80169912387504,4.9288758635520935,,,,0.4214674223742097,9.430420127185503,9428.03283946645,75.62855108502357,5.1240513920784,,,,0.43224654246846106,74.95226983120423,0.12280933414060073,0.026961068565778505,8.945177884483098,0.0671441058179115,0.023247934927631907,9257.663236850069,8.856574198830742,10.13827509755276,0.4285262501530737,0.01501014548805284,0.0017840144217912226,2775.463454443499,219.7920270105011,7.716127729503794e-34,912.2662951692612,125.13141546485231,3.202413491442337e-29,381.8848343434143,40.33007260082999,6.85810682225774e-20,231.78966471012828,154.03762954177338,4.896416790409136e-32
0.5,3.989028118473232,2102.090937945991,35.16646048311827,4.332867622375488,,,,0.42053332553799083,3.5776529819020357,2053.5797972122987,34.995973492268504,4.32946103811264,,,,0.41208746729370627,4.235348333406997,2121.457739068489,35.38724594638414,4.539678514003754,,,,0.4269166677975725,34.9168429394295,0.12092574243514517,0.018152201657080376,3.94300813699047,0.0671377228351546,0.021002867636844415,2068.5818028055883,8.161936233989179,9.621391695991534,0.4199437305900389,0.016187264589654488,0.002248546592048727,1916.8978978052503,186.68635538242586,1.6827625004800562e-32,214.14987890265516,116.91942000842036,2.5623777704132954e-29,184.54005810882913,24.691958020458713,6.409225300818934e-16,179.56330877382808,134.9671755263606,3.274676461006005e-31
0.9,63.976024230306834,29501.122513380087,141.5233837487737,5.249803185462952,,,,0.4927233973159034,60.923132396059856,29101.127461436114,138.8747793768259,5.101994156837463,,,,0.4842176055418593,67.14640525697669,29774.616221892724,142.82390962955014,5.755791544914246,,,,0.5014036704331045,140.61584890309385,0.10215272865329003,0.029322607135082265,63.351670308137386,0.04874050152515559,0.032376401346465015,29389.37343689876,6.672114895985767,8.083685430504401,0.49347603861382455,0.014738279837730777,0.0037315942659802855,4791.991910102926,175.49831266888714,5.725794480161803e-32,3634.81503264896,180.2286384848152,3.4313924169834617e-32,1955.2182198755668,52.82363679388963,4.399332987390849e-22,128.29308993761407,128.93729875922114,5.97367005796322e-32
0.99,10.459719357527224,4656.421295744176,53.25411390641646,5.084392666816711,,,,0.45189488146660467,10.038118329693386,4589.334062062218,52.38166644037772,4.884656012058258,,,,0.4390635887157148,11.875517110306355,4707.007171261911,54.17384291567164,5.3003957867622375,,,,0.4696088341110601,53.2702329356454,0.09016321842566845,0.025506173684262706,10.859603903628479,0.052550991235668885,0.04465619028399715,4644.831121749175,2.0188075226076445,1.6865006658647306,0.4560452813708437,0.017209980833710253,0.004836910677528214,2084.988143479624,250.60656983507576,6.029629079875823e-35,2752.926463771081,196.46009264381473,6.559172874385361e-33,242.00570724156893,31.104608537540013,8.796923710562257e-18,90.72636023152481,92.04658112195034,6.351271258993165e-29
