nu,ws_t_stat,ws_p_value,ws_paired_cohens_d
2.1,-11.670276651572033,4.1416915566926396e-10,-2.609553190914369
3.0,-7.657938623462544,3.1874564664911444e-07,-1.7123671329583414
4.0,-5.143952737279472,5.770064567456591e-05,-1.1502227993603016
10.0,-4.618713917778708,0.00018735918643315516,-1.0327758288777564
50.0,-5.270399698710679,4.361499091190465e-05,-1.1784971994911488
