mm,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
5,-0.599505372683379,0.5811402788212874,-0.2681069532392762
6,1.5125295189436632,0.20494379648414832,0.6764237644666173
7,1.6377959868860763,0.1768062892920729,0.7324446319907241
8,1.7103932545781546,0.16236595130288164,0.7649111170987714
10,2.2528163687351186,0.08737226503923791,1.0074901082631913
12,1.7192301473517093,0.16069477008159536,0.7688630956890804
