mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
5,2.1677861443418913,0.09604783351274959,0.9694634358861279
6,0.8625333268557422,0.4370380144888188,0.3857366303416969
7,0.0475305978651363,0.9643688196444808,0.02125632956753023
8,0.4177814725090086,0.6975589563262754,0.18683755445402056
10,0.9841341845113569,0.3807667064718259,0.44011818710974293
12,0.9819397947790128,0.38172484690119096,0.4391368261876131
