means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",DEMetro,1.5745394480514545,1.0274998210629112,105.67002375422709,12
"(5, -5)",DEMetro,1.3374607435867907,1.0673016142316876,59.62681661357154,10
