means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",Metro,4.238381458000275,1.7604120655235627,6.1458194044054695,12
"(5, -5)",Metro,1.274561346198682,1.0171127201024674,213.92508842992342,10
