means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",HMC,4.325472027489731,1.7371875642786103,6.256531871953914,12
"(5, -5)",HMC,3.6549615239443867,1.734847851573967,6.3210762709566275,10
