dimension,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2,-5.114353751608484,6.162126058204887e-05,-1.1436042649577645
5,-9.155805680306365,2.1365021152694947e-08,-2.047300388994374
10,-1.6367044300670277,0.11814905566631316,-0.36597823647049244
15,5.277161972038965,4.2969011885864866e-05,1.180009289775597
30,9.063755678952791,2.5019294360469646e-08,2.02671738295882
