mu,global_avg_wasserstein_distance,global_avg_mmd_rff,global_avg_swd_zscore,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_mmd_rff_std,global_avg_swd_zscore_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std,ws_dist_cohens_d,ws_dist_glass_delta,mmd_rff_cohens_d,mmd_rff_glass_delta
"(10, 10, 10)",4.108272667011656,0.2649480738441503,42.37216369999619,1.3883199429137059,469.7457816757891,4.175303101539612,1.923483798203742,0.11285364007283817,20.737743898015054,0.2983264818593215,650.4535934242764,0.6142797324920739,2.8862223703086496,42.372163699996186,2.8157446851301886,40.00323923305785
"(3, 3, 3)",0.15176047435314072,0.050788859899232264,3.1299093733651024,1.024985763798188,149.40928357615098,4.488323533535004,0.08865791804127911,0.010022400024884852,4.834849843823909,0.019537111036128776,39.66296084583721,0.595600642946074,0.8965356467139151,3.1299093733651033,1.146593995814752,1.7331217529055543
